,0,1
749,0.22357497,-10.605649
750,-6.3948574,-9.555574
751,-5.0111027,-9.588656
752,-5.009874,-9.576681
753,-4.1380095,-10.438772
754,-6.2689586,-4.61455
755,-4.1436224,-9.7567835
756,-3.106758,-9.431262
757,-6.6703496,-5.863792
758,-4.0015182,-9.5914
759,-4.2398496,-9.442028
760,0.23802537,-10.573095
761,-5.258182,-5.981527
762,-8.274263,-9.97705
763,-6.3332067,-4.588465
764,-5.29947,-8.571266
765,-3.9444683,-7.297884
766,-4.3428607,-8.983282
767,-5.6374946,-11.709328
768,-6.613976,-9.813625
769,-5.663927,-10.54881
770,-4.0669045,-9.5962105
771,-4.1985645,-11.510253
772,-6.7214675,-9.781605
773,-3.434319,-7.653756
774,-5.7259207,-8.990336
775,-6.5045424,-9.80218
776,-3.5975537,-10.480089
777,-4.5070357,-9.77414
778,-6.5651765,-9.850344
779,-4.685149,-9.119982
780,-5.6558757,-9.897651
781,-5.6660414,-12.054578
782,-5.512407,-10.24882
783,-6.340306,-9.609408
784,-8.215265,-10.105666
785,-6.476316,-6.0543833
786,-8.260451,-10.01899
787,-4.1003675,-9.2491865
788,-6.3857894,-9.625074
789,-0.21227597,-7.9358845
790,-3.493392,-10.528489
791,-3.3305006,-9.458569
792,-6.55325,-9.77563
793,-6.265295,-4.7060266
794,-8.387846,-6.3960953
795,-6.370797,-4.532331
796,-3.0304224,-7.0210366
797,-3.9414685,-9.555911
798,-6.5650415,-11.598556
799,-4.3697424,-9.32671
800,-2.8354666,-9.613744
801,-8.470855,-6.704822
802,-4.107709,-9.661162
803,-4.699659,-10.198132
804,-4.8582244,-10.078116
805,-5.195383,-9.722868
806,-6.2636,-9.532749
807,-8.169208,-9.672228
808,-6.2858295,-10.186941
809,-6.1452127,-10.065618
810,-4.0231237,-9.142019
811,-6.703872,-9.993104
812,-6.3792787,-5.0321636
813,-5.0946374,-11.386407
814,-3.2940443,-6.920869
815,0.40763655,-10.658965
816,-4.9722705,-8.502996
817,-5.5370197,-5.183039
818,-8.192494,-10.048348
819,-4.4466267,-11.627042
820,-7.263753,-8.320779
821,-0.10537592,-10.545375
822,-7.091049,-11.742804
823,-1.6623694,-10.358738
824,-4.102729,-9.411817
825,-1.6450387,-10.337722
826,-5.049553,-6.3800488
827,-6.6322346,-5.851054
828,-5.5658126,-5.3795986
829,-8.043212,-8.393024
830,-4.8714027,-10.019697
831,-6.9935966,-11.833669
832,-6.5442977,-11.571735
833,-5.434572,-9.690138
834,-8.072864,-8.38396
835,-3.8395479,-9.167299
836,-8.179864,-9.969215
837,-5.812722,-9.833258
838,-3.4980278,-12.3671875
839,-6.4939175,-6.0384574
840,-6.1318474,-9.786406
841,-5.031807,-6.3492565
842,-6.09304,-12.282348
843,-6.742524,-9.853693
844,-4.949584,-9.024086
845,-6.3165207,-11.527579
846,-2.4104638,-9.362595
847,-6.21505,-4.6173744
848,-4.1634183,-11.583394
849,-3.2198365,-9.430845
850,-1.4660172,-8.703803
851,-5.5059285,-9.835495
852,-8.157337,-10.0442915
853,-5.4065614,-7.9489846
854,-8.1479645,-9.700738
855,-4.1808743,-9.108769
856,-3.3089159,-7.8517637
857,-4.803895,-10.125056
858,-8.249674,-9.981256
859,-6.177084,-9.493586
860,-5.4541545,-8.738446
861,-6.1334157,-4.654028
862,-3.1207607,-7.046933
863,-5.2867055,-8.531856
864,-4.7904153,-9.567281
865,-7.192131,-7.7866545
866,-0.2632319,-7.949021
867,-5.4844975,-5.3253484
868,-8.6812935,-6.8395467
869,-7.1919613,-8.3128395
870,-7.3007197,-8.30205
871,-6.692745,-5.7976046
872,-6.5164127,-5.9346466
873,-8.209971,-10.13192
874,-8.02271,-9.890366
875,-5.3114443,-8.408574
876,-5.283924,-8.45045
877,-8.210251,-10.139058
878,-6.6154747,-9.838598
879,-6.2386923,-10.229752
880,-5.0277805,-9.573306
881,-6.0994368,-12.262967
882,-6.486279,-11.6541395
883,-6.6322613,-5.888495
884,-6.347792,-4.573272
885,-2.8831553,-7.184466
886,-5.4603953,-5.3497114
887,-8.321437,-9.940621
888,-5.5375533,-9.661832
889,-6.4978805,-11.678105
890,-5.4034085,-5.300281
891,-6.504749,-6.027078
892,-8.461665,-6.753254
893,-5.9202237,-12.199281
894,-5.8396034,-9.31796
895,-5.3268394,-9.780284
896,-8.595654,-6.7252383
897,-3.098145,-7.032929
898,-7.3503194,-9.647123
899,-5.35873,-5.455696
900,-7.1933813,-10.217447
901,-8.260979,-10.123216
902,-5.3639836,-8.877484
903,-8.450896,-6.520248
904,0.36613262,-10.6363
905,-4.222236,-9.10696
906,-5.495101,-5.3267946
907,-3.0476491,-7.135231
908,-5.1142483,-10.709815
909,-7.043026,-10.02733
910,-6.151159,-9.998981
911,-5.9656997,-11.660902
912,-6.431197,-9.564119
913,-6.1697006,-10.059205
914,-6.3157372,-4.608902
915,-8.598811,-6.7961664
916,-5.9520288,-10.013324
917,-4.225249,-11.610915
918,-4.211055,-11.605066
919,-5.3210864,-8.945008
920,-6.142118,-9.996584
921,-3.792313,-13.091528
922,-3.4308364,-7.755732
923,-3.118418,-7.0974164
924,-7.2710595,-7.8035984
925,-4.327518,-11.514185
926,-5.9732504,-11.579725
927,-8.606125,-6.740069
928,-9.059369,-10.148513
929,-5.4916716,-5.3219976
930,-0.2608047,-7.9030733
931,-5.922119,-9.912538
932,-6.621842,-10.055201
933,-5.710567,-10.496128
934,-6.2365203,-10.147003
935,-4.27736,-11.833388
936,-5.4685225,-5.391488
937,-7.8373375,-8.273761
938,-4.2179995,-9.476577
939,-7.2989345,-10.182904
940,-0.2846381,-7.919827
941,-5.4797325,-5.350231
942,-5.9051123,-9.778549
943,-6.3493037,-4.571424
944,-2.635432,-8.068809
945,-5.593123,-11.898075
946,-6.6164093,-9.700217
947,-8.6533165,-6.7231455
948,-8.14198,-9.684921
949,-0.19028994,-7.8387365
